,County,Latitude,Longitude,Ocean Proximity,Population,Households,Average Income,Average House Value
9404,Orange,33.88,-117.96,<1H OCEAN,1588,466,62556,341300
9405,Orange,33.89,-117.96,<1H OCEAN,625,230,44375,334100
9406,Orange,33.9,-117.96,<1H OCEAN,2283,640,69084,364200
9407,Orange,33.92,-117.96,<1H OCEAN,1654,912,32158,215000
9408,Orange,33.93,-117.96,<1H OCEAN,2955,1221,39935,200267
9409,Orange,33.94,-117.96,<1H OCEAN,2566,854,37774,207050
9410,Los Angeles,33.98,-117.96,<1H OCEAN,599,170,57407,302200
9411,Los Angeles,33.99,-117.96,<1H OCEAN,2008,589,57684,304350
9412,Los Angeles,34.0,-117.96,<1H OCEAN,5481,1436,44601,185250
9413,Los Angeles,34.02,-117.96,<1H OCEAN,460,83,23750,133300
9414,Los Angeles,34.03,-117.96,<1H OCEAN,3217,715,36959,151500
9415,Los Angeles,34.04,-117.96,<1H OCEAN,3059,737,39932,151100
9416,Los Angeles,34.05,-117.96,<1H OCEAN,3626,932,38175,167867
9417,Los Angeles,34.06,-117.96,<1H OCEAN,2926,822,32386,175250
9418,Los Angeles,34.07,-117.96,<1H OCEAN,4091,1155,41927,175050
9419,Los Angeles,34.08,-117.96,<1H OCEAN,7135,1737,31444,161600
9420,Los Angeles,34.09,-117.96,INLAND,4061,1069,33024,145900
9421,Los Angeles,34.1,-117.96,INLAND,6725,1488,32612,141700
9422,Los Angeles,34.14,-117.96,INLAND,2940,1120,34133,165067
9423,Los Angeles,34.48,-117.96,INLAND,806,299,45769,159400
9424,Los Angeles,34.53,-117.96,INLAND,1681,531,38594,141000
9425,Los Angeles,34.71,-117.96,INLAND,1733,510,34600,123900
9426,Orange,33.63,-117.95,<1H OCEAN,4746,2364,54802,377975
9427,Orange,33.66,-117.95,<1H OCEAN,1725,616,70973,333600
9428,Orange,33.67,-117.95,<1H OCEAN,1364,592,56654,254850
9429,Orange,33.68,-117.95,<1H OCEAN,2766,840,47321,252333
9430,Orange,33.69,-117.95,<1H OCEAN,2771,858,59006,257500
9431,Orange,33.7,-117.95,<1H OCEAN,2585,915,53430,231900
9432,Orange,33.71,-117.95,<1H OCEAN,4527,1903,47613,298700
9433,Orange,33.72,-117.95,<1H OCEAN,1688,503,59582,288000
9434,Orange,33.74,-117.95,<1H OCEAN,4004,1346,50495,232767
9435,Orange,33.75,-117.95,<1H OCEAN,2503,616,58886,253750
9436,Orange,33.76,-117.95,<1H OCEAN,4899,1138,42404,189700
9437,Orange,33.77,-117.95,<1H OCEAN,1805,513,37274,181350
9438,Orange,33.78,-117.95,<1H OCEAN,5577,2343,35522,171100
9439,Orange,33.79,-117.95,<1H OCEAN,2858,906,50801,204450
9440,Orange,33.8,-117.95,<1H OCEAN,1539,489,49380,215150
9441,Orange,33.81,-117.95,<1H OCEAN,2310,745,45715,217950
9442,Orange,33.82,-117.95,<1H OCEAN,2628,926,40293,215533
9443,Orange,33.83,-117.95,<1H OCEAN,2679,857,46069,215133
9444,Orange,33.84,-117.95,<1H OCEAN,5167,1830,35871,177125
9445,Orange,33.85,-117.95,<1H OCEAN,3892,1375,41325,203500
9446,Orange,33.86,-117.95,<1H OCEAN,3742,1197,49790,193533
9447,Orange,33.87,-117.95,<1H OCEAN,2799,984,35954,141700
9448,Orange,33.88,-117.95,<1H OCEAN,817,314,36705,275000
9449,Orange,33.89,-117.95,<1H OCEAN,755,254,65764,349000
9450,Orange,33.9,-117.95,<1H OCEAN,1679,498,68429,372600
9451,Orange,33.92,-117.95,<1H OCEAN,6423,2198,37728,152525
9452,Orange,33.93,-117.95,<1H OCEAN,4304,1380,30412,161600
9453,Orange,33.94,-117.95,<1H OCEAN,2422,930,47641,266000
9454,Los Angeles,33.95,-117.95,<1H OCEAN,1913,641,68189,379300
9455,Los Angeles,33.97,-117.95,<1H OCEAN,424,137,83474,500001
9456,Los Angeles,33.98,-117.95,<1H OCEAN,7732,2552,56716,330400
9457,Los Angeles,33.99,-117.95,<1H OCEAN,3479,982,62204,309033
9458,Los Angeles,34.0,-117.95,<1H OCEAN,1858,449,41328,176300
9459,Los Angeles,34.02,-117.95,<1H OCEAN,2103,591,40664,139850
9460,Los Angeles,34.03,-117.95,<1H OCEAN,3853,874,32776,153133
9461,Los Angeles,34.04,-117.95,<1H OCEAN,3278,955,35210,152350
9462,Los Angeles,34.05,-117.95,<1H OCEAN,4031,1023,45804,171933
9463,Los Angeles,34.06,-117.95,<1H OCEAN,1370,411,46312,184800
9464,Los Angeles,34.07,-117.95,<1H OCEAN,2230,650,36628,185850
9465,Los Angeles,34.08,-117.95,<1H OCEAN,2400,674,32110,171550
9466,Los Angeles,34.09,-117.95,<1H OCEAN,3088,750,28442,153550
9467,Los Angeles,34.11,-117.95,INLAND,2013,432,31034,140800
9468,Los Angeles,34.14,-117.95,INLAND,3809,1112,37987,161000
9469,Los Angeles,34.16,-117.95,INLAND,3538,1083,62654,273800
9470,Kern,35.08,-117.95,INLAND,32,15,48750,141700
9471,Kern,35.13,-117.95,INLAND,1150,422,42500,104400
9472,Orange,33.62,-117.94,<1H OCEAN,1401,598,51268,469550
9473,Orange,33.64,-117.94,<1H OCEAN,1341,732,21305,248500
9474,Orange,33.65,-117.94,<1H OCEAN,3342,1382,54685,215900
9475,Orange,33.66,-117.94,<1H OCEAN,963,411,55000,224100
9476,Orange,33.67,-117.94,<1H OCEAN,925,323,81839,367000
9477,Orange,33.68,-117.94,<1H OCEAN,1504,520,74056,374200
9478,Orange,33.7,-117.94,<1H OCEAN,2471,716,61181,284500
9479,Orange,33.71,-117.94,<1H OCEAN,1779,572,59449,276500
9480,Orange,33.73,-117.94,<1H OCEAN,2468,714,52563,211400
9481,Orange,33.74,-117.94,<1H OCEAN,3118,798,42222,207200
9482,Orange,33.75,-117.94,<1H OCEAN,4480,1050,40150,186700
9483,Orange,33.76,-117.94,<1H OCEAN,3094,842,39809,180200
9484,Orange,33.77,-117.94,<1H OCEAN,2889,872,38822,173350
9485,Orange,33.78,-117.94,<1H OCEAN,3378,1242,38637,178800
9486,Orange,33.79,-117.94,<1H OCEAN,1902,733,47986,236500
9487,Orange,33.8,-117.94,<1H OCEAN,3311,1206,38714,234550
9488,Orange,33.81,-117.94,<1H OCEAN,6461,2331,43253,219020
9489,Orange,33.82,-117.94,<1H OCEAN,5211,1784,36735,212250
9490,Orange,33.83,-117.94,<1H OCEAN,494,172,32500,350000
9491,Orange,33.84,-117.94,<1H OCEAN,2781,986,34049,158750
9492,Orange,33.85,-117.94,<1H OCEAN,1986,562,38072,177400
9493,Orange,33.86,-117.94,<1H OCEAN,4222,1371,40593,190225
9494,Orange,33.87,-117.94,<1H OCEAN,1275,448,39375,187000
9495,Orange,33.88,-117.94,<1H OCEAN,2282,913,50429,286800
9496,Orange,33.89,-117.94,<1H OCEAN,1076,374,67528,459600
9497,Orange,33.9,-117.94,<1H OCEAN,711,254,97956,500001
9498,Orange,33.91,-117.94,<1H OCEAN,3946,1451,56441,313000
9499,Orange,33.92,-117.94,<1H OCEAN,2100,391,38642,155350
9500,Orange,33.93,-117.94,<1H OCEAN,3081,903,35384,171533
9501,Orange,33.94,-117.94,<1H OCEAN,3533,1330,39445,229967
9502,Los Angeles,33.99,-117.94,<1H OCEAN,3112,982,49932,284000
9503,Los Angeles,34.02,-117.94,<1H OCEAN,3899,930,38710,162900
9504,Los Angeles,34.03,-117.94,<1H OCEAN,2127,507,39410,150400
9505,Los Angeles,34.04,-117.94,<1H OCEAN,3915,945,37622,160700
9506,Los Angeles,34.05,-117.94,<1H OCEAN,2603,624,35558,162350
9507,Los Angeles,34.06,-117.94,<1H OCEAN,3233,1069,38490,202050
9508,Los Angeles,34.07,-117.94,<1H OCEAN,1187,363,33523,170800
9509,Los Angeles,34.08,-117.94,<1H OCEAN,4274,1321,44664,194767
9510,Los Angeles,34.09,-117.94,<1H OCEAN,1742,626,21062,176700
9511,Los Angeles,34.1,-117.94,<1H OCEAN,929,244,33625,153400
9512,Los Angeles,34.14,-117.94,INLAND,868,275,54110,219400
9513,Los Angeles,34.15,-117.94,INLAND,421,138,44821,220100
9514,Orange,33.61,-117.93,<1H OCEAN,791,358,38125,366700
9515,Orange,33.62,-117.93,<1H OCEAN,2718,1207,57496,494867
9516,Orange,33.63,-117.93,<1H OCEAN,1332,646,46161,226300
9517,Orange,33.64,-117.93,<1H OCEAN,4065,1211,26662,185367
9518,Orange,33.65,-117.93,<1H OCEAN,10031,3046,36082,229660
9519,Orange,33.66,-117.93,<1H OCEAN,702,246,96062,414700
9520,Orange,33.67,-117.93,<1H OCEAN,1391,481,81001,336500
9521,Orange,33.68,-117.93,<1H OCEAN,1197,429,50690,264200
9522,Orange,33.69,-117.93,<1H OCEAN,2414,893,57270,262400
9523,Orange,33.71,-117.93,<1H OCEAN,1581,633,41366,158800
9524,Orange,33.72,-117.93,<1H OCEAN,2095,580,76709,319500
9525,Orange,33.73,-117.93,<1H OCEAN,4881,1288,53868,237550
9526,Orange,33.74,-117.93,<1H OCEAN,3186,934,34546,127700
9527,Orange,33.75,-117.93,<1H OCEAN,3138,879,39093,152200
9528,Orange,33.76,-117.93,<1H OCEAN,9302,2184,38596,171267
9529,Orange,33.77,-117.93,<1H OCEAN,1842,561,45833,190700
9530,Orange,33.78,-117.93,<1H OCEAN,3205,1205,41462,206800
9531,Orange,33.79,-117.93,<1H OCEAN,3378,996,46519,192100
9532,Orange,33.8,-117.93,<1H OCEAN,2945,997,45671,224950
9533,Orange,33.81,-117.93,<1H OCEAN,1640,563,48981,166300
9534,Orange,33.82,-117.93,<1H OCEAN,1848,567,30179,198800
9535,Orange,33.83,-117.93,<1H OCEAN,2235,772,29346,194100
9536,Orange,33.84,-117.93,<1H OCEAN,3906,1469,42527,253167
9537,Orange,33.85,-117.93,<1H OCEAN,6972,1902,32410,168240
9538,Orange,33.86,-117.93,<1H OCEAN,4576,1411,40386,178040
9539,Orange,33.87,-117.93,<1H OCEAN,4218,1165,22340,162525
9540,Orange,33.88,-117.93,<1H OCEAN,2553,1042,54981,258400
9541,Orange,33.9,-117.93,<1H OCEAN,956,319,99071,500001
9542,Orange,33.91,-117.93,<1H OCEAN,676,273,52017,364600
9543,Orange,33.92,-117.93,<1H OCEAN,1393,433,42443,174400
9544,Orange,33.93,-117.93,<1H OCEAN,3695,1113,29292,153833
9545,Orange,33.94,-117.93,<1H OCEAN,2955,1049,51383,234850
9546,Los Angeles,33.95,-117.93,<1H OCEAN,1382,435,74597,500001
9547,Los Angeles,34.01,-117.93,<1H OCEAN,5640,1215,32064,155700
9548,Los Angeles,34.03,-117.93,<1H OCEAN,3531,834,43249,163800
9549,Los Angeles,34.04,-117.93,<1H OCEAN,5485,1362,49098,179550
9550,Los Angeles,34.05,-117.93,<1H OCEAN,2750,809,42328,197900
9551,Los Angeles,34.06,-117.93,<1H OCEAN,3636,1093,42869,197467
9552,Los Angeles,34.07,-117.93,<1H OCEAN,1502,486,43768,198050
9553,Los Angeles,34.08,-117.93,<1H OCEAN,3225,961,42464,193975
9554,Los Angeles,34.09,-117.93,<1H OCEAN,3737,1208,41679,161225
9555,Los Angeles,34.12,-117.93,INLAND,266,80,35385,134400
9556,Los Angeles,34.15,-117.93,INLAND,4723,1907,40393,156800
9557,Los Angeles,34.57,-117.93,INLAND,3569,999,31946,132700
9558,Orange,33.57,-117.92,NEAR OCEAN,921,366,72988,500001
9559,Orange,33.61,-117.92,<1H OCEAN,1674,868,73945,453126
9560,Orange,33.62,-117.92,<1H OCEAN,1564,697,59129,464900
9561,Orange,33.63,-117.92,<1H OCEAN,2380,1062,54433,348367
9562,Orange,33.64,-117.92,<1H OCEAN,3105,1371,29838,227500
9563,Orange,33.65,-117.92,<1H OCEAN,4307,1682,29246,209850
9564,Orange,33.67,-117.92,<1H OCEAN,3148,1589,42071,430900
9565,Orange,33.68,-117.92,<1H OCEAN,2421,988,46428,245100
9566,Orange,33.7,-117.92,<1H OCEAN,1510,622,42708,161700
9567,Orange,33.72,-117.92,<1H OCEAN,1520,498,55501,274200
9568,Orange,33.73,-117.92,<1H OCEAN,4105,1406,42328,215800
9569,Orange,33.74,-117.92,<1H OCEAN,9909,2614,32498,178500
9570,Orange,33.75,-117.92,<1H OCEAN,5269,1414,32752,146025
9571,Orange,33.76,-117.92,<1H OCEAN,662,169,28438,174300
9572,Orange,33.77,-117.92,<1H OCEAN,3282,889,35220,190300
9573,Orange,33.78,-117.92,<1H OCEAN,1065,354,34837,186500
9574,Orange,33.79,-117.92,<1H OCEAN,5593,1784,35362,191167
9575,Orange,33.8,-117.92,<1H OCEAN,679,272,46696,159500
9576,Orange,33.81,-117.92,<1H OCEAN,759,184,56047,205100
9577,Orange,33.82,-117.92,<1H OCEAN,3014,810,44320,169800
9578,Orange,33.83,-117.92,<1H OCEAN,3660,1429,31533,182375
9579,Orange,33.84,-117.92,<1H OCEAN,2220,655,39540,221500
9580,Orange,33.85,-117.92,<1H OCEAN,2274,754,28024,168100
9581,Orange,33.86,-117.92,<1H OCEAN,247,151,36375,133900
9582,Orange,33.87,-117.92,<1H OCEAN,3155,780,26993,170467
9583,Orange,33.88,-117.92,<1H OCEAN,1903,709,48378,264933
9584,Orange,33.89,-117.92,<1H OCEAN,1738,745,52487,280900
9585,Orange,33.9,-117.92,<1H OCEAN,1010,313,63489,337900
9586,Orange,33.91,-117.92,<1H OCEAN,2095,728,78693,374350
9587,Orange,33.92,-117.92,<1H OCEAN,1272,337,51952,302100
9588,Orange,33.93,-117.92,<1H OCEAN,1532,854,37500,166300
9589,Orange,33.94,-117.92,<1H OCEAN,3300,1085,51822,232950
9590,Los Angeles,33.98,-117.92,<1H OCEAN,8907,2714,61552,362500
9591,Los Angeles,34.0,-117.92,<1H OCEAN,193,35,38125,136300
9592,Los Angeles,34.01,-117.92,<1H OCEAN,3738,615,33750,127200
9593,Los Angeles,34.03,-117.92,<1H OCEAN,3911,899,40029,159733
9594,Los Angeles,34.05,-117.92,<1H OCEAN,1743,448,46587,161900
9595,Los Angeles,34.06,-117.92,<1H OCEAN,3138,1037,43694,211250
9596,Los Angeles,34.07,-117.92,<1H OCEAN,1839,638,58965,189900
9597,Los Angeles,34.08,-117.92,<1H OCEAN,4653,1518,43116,194620
9598,Los Angeles,34.09,-117.92,<1H OCEAN,1164,332,50123,165700
9599,Los Angeles,34.1,-117.92,<1H OCEAN,3425,954,41901,155600
9600,Los Angeles,34.11,-117.92,<1H OCEAN,2151,645,32202,126200
9601,Los Angeles,34.12,-117.92,<1H OCEAN,2161,548,29459,144400
9602,Los Angeles,34.13,-117.92,INLAND,1526,365,28643,132600
9603,Los Angeles,34.59,-117.92,INLAND,485,104,27396,125600
9604,Los Angeles,34.63,-117.92,INLAND,53,14,14091,137500
9605,Orange,33.6,-117.91,<1H OCEAN,673,390,51048,500001
9606,Orange,33.61,-117.91,<1H OCEAN,2568,1163,82527,500001
9607,Orange,33.62,-117.91,<1H OCEAN,1881,813,68119,500001
9608,Orange,33.63,-117.91,<1H OCEAN,4011,2030,35940,290025
9609,Orange,33.64,-117.91,<1H OCEAN,3805,1638,38091,306875
9610,Orange,33.65,-117.91,<1H OCEAN,4868,2154,30198,214060
9611,Orange,33.66,-117.91,<1H OCEAN,3780,1550,36296,218550
9612,Orange,33.67,-117.91,<1H OCEAN,6489,2685,39872,235950
9613,Orange,33.69,-117.91,<1H OCEAN,1289,423,52815,229500
9614,Orange,33.71,-117.91,<1H OCEAN,1719,715,36505,145700
9615,Orange,33.72,-117.91,<1H OCEAN,2839,516,45607,182100
9616,Orange,33.73,-117.91,<1H OCEAN,2867,509,47639,179900
9617,Orange,33.74,-117.91,<1H OCEAN,4340,1166,31886,172850
9618,Orange,33.75,-117.91,<1H OCEAN,3842,674,30635,160000
9619,Orange,33.76,-117.91,<1H OCEAN,10072,2586,33550,191250
9620,Orange,33.77,-117.91,<1H OCEAN,4545,1333,30902,190400
9621,Orange,33.78,-117.91,<1H OCEAN,5819,1502,35406,180950
9622,Orange,33.79,-117.91,<1H OCEAN,2759,983,42500,170300
9623,Orange,33.81,-117.91,<1H OCEAN,781,340,25625,153100
9624,Orange,33.82,-117.91,<1H OCEAN,4699,1181,30112,182367
9625,Orange,33.83,-117.91,<1H OCEAN,4397,1181,25899,166950
9626,Orange,33.84,-117.91,<1H OCEAN,7219,1659,25203,204280
9627,Orange,33.85,-117.91,<1H OCEAN,2012,561,28632,168350
9628,Orange,33.86,-117.91,<1H OCEAN,1415,527,24732,165800
9629,Orange,33.87,-117.91,<1H OCEAN,1953,739,27038,160550
9630,Orange,33.88,-117.91,<1H OCEAN,784,290,52336,235600
9631,Orange,33.89,-117.91,<1H OCEAN,523,216,78750,351900
9632,Orange,33.9,-117.91,<1H OCEAN,383,133,93125,293500
9633,Orange,33.91,-117.91,<1H OCEAN,4130,1446,44305,228850
9634,Orange,33.92,-117.91,<1H OCEAN,398,70,47222,208300
9635,Orange,33.93,-117.91,<1H OCEAN,1207,350,62452,291700
9636,Orange,33.94,-117.91,<1H OCEAN,2314,787,63433,350500
9637,Los Angeles,34.02,-117.91,<1H OCEAN,9936,2480,35500,167750
9638,Los Angeles,34.04,-117.91,<1H OCEAN,5278,1691,46324,168800
9639,Los Angeles,34.05,-117.91,<1H OCEAN,1727,500,50758,211100
9640,Los Angeles,34.06,-117.91,<1H OCEAN,1382,513,51120,218300
9641,Los Angeles,34.07,-117.91,<1H OCEAN,2406,815,48246,196600
9642,Los Angeles,34.08,-117.91,<1H OCEAN,2031,707,36210,202000
9643,Los Angeles,34.09,-117.91,<1H OCEAN,2296,963,30441,185400
9644,Los Angeles,34.1,-117.91,<1H OCEAN,3778,1219,37656,173900
9645,Los Angeles,34.11,-117.91,<1H OCEAN,2396,713,35250,153000
9646,Los Angeles,34.12,-117.91,<1H OCEAN,3297,890,39895,147500
9647,Los Angeles,34.13,-117.91,<1H OCEAN,1037,317,22132,138500
9648,Los Angeles,34.14,-117.91,INLAND,1544,464,22442,166700
9649,Orange,33.6,-117.9,<1H OCEAN,906,472,36538,500001
9650,Orange,33.61,-117.9,<1H OCEAN,1894,908,69146,500001
9651,Orange,33.63,-117.9,<1H OCEAN,4409,1808,66538,476426
9652,Orange,33.64,-117.9,<1H OCEAN,1931,813,44954,325350
9653,Orange,33.65,-117.9,<1H OCEAN,6340,2694,48787,300960
9654,Orange,33.66,-117.9,<1H OCEAN,3416,1390,44693,193200
9655,Orange,33.67,-117.9,<1H OCEAN,1644,485,64217,271000
9656,Orange,33.68,-117.9,<1H OCEAN,3903,1139,48359,249200
9657,Orange,33.69,-117.9,<1H OCEAN,4071,1582,54220,316600
9658,Orange,33.7,-117.9,<1H OCEAN,3135,1623,46120,176650
9659,Orange,33.71,-117.9,<1H OCEAN,4203,1079,62627,272567
9660,Orange,33.72,-117.9,<1H OCEAN,3727,658,40387,159100
9661,Orange,33.73,-117.9,<1H OCEAN,9658,1629,37611,166050
9662,Orange,33.74,-117.9,<1H OCEAN,12700,2376,30387,156580
9663,Orange,33.75,-117.9,<1H OCEAN,3820,704,35696,161250
9664,Orange,33.76,-117.9,<1H OCEAN,3262,685,36953,176800
9665,Orange,33.77,-117.9,<1H OCEAN,1726,387,39613,182300
9666,Orange,33.78,-117.9,<1H OCEAN,7111,2419,33627,197900
9667,Orange,33.8,-117.9,<1H OCEAN,6767,1882,32151,191250
9668,Orange,33.82,-117.9,<1H OCEAN,1003,275,24931,166900
9669,Orange,33.83,-117.9,<1H OCEAN,4924,1204,33264,188250
9670,Orange,33.84,-117.9,<1H OCEAN,1524,454,35329,187400
9671,Orange,33.85,-117.9,<1H OCEAN,4338,1366,37542,188933
9672,Orange,33.87,-117.9,<1H OCEAN,2400,803,32100,206900
9673,Orange,33.88,-117.9,<1H OCEAN,2599,974,63234,273733
9674,Orange,33.9,-117.9,<1H OCEAN,2432,970,59571,271550
9675,Orange,33.91,-117.9,<1H OCEAN,3963,1494,42677,207867
9676,Orange,33.92,-117.9,<1H OCEAN,391,126,59177,267600
9677,Orange,33.93,-117.9,<1H OCEAN,1897,1080,33173,247400
9678,Los Angeles,33.97,-117.9,<1H OCEAN,4014,1124,54155,213200
9679,Los Angeles,33.98,-117.9,<1H OCEAN,7228,2159,32530,186700
9680,Los Angeles,33.99,-117.9,<1H OCEAN,5325,1707,34430,171900
9681,Los Angeles,34.01,-117.9,<1H OCEAN,4170,846,38810,136250
9682,Los Angeles,34.02,-117.9,<1H OCEAN,8997,2497,50704,226200
9683,Los Angeles,34.04,-117.9,<1H OCEAN,6652,2081,45554,278300
9684,Los Angeles,34.05,-117.9,<1H OCEAN,253,75,76286,330400
9685,Los Angeles,34.06,-117.9,<1H OCEAN,3496,1140,59885,274100
9686,Los Angeles,34.07,-117.9,<1H OCEAN,1522,429,44534,210700
9687,Los Angeles,34.08,-117.9,<1H OCEAN,4402,1487,42532,202800
9688,Los Angeles,34.09,-117.9,<1H OCEAN,1717,601,42330,206300
9689,Los Angeles,34.1,-117.9,<1H OCEAN,3247,1099,41369,171300
9690,Los Angeles,34.11,-117.9,<1H OCEAN,5844,1436,31843,141350
9691,Los Angeles,34.12,-117.9,<1H OCEAN,4162,968,33493,137900
9692,Los Angeles,34.13,-117.9,<1H OCEAN,6563,1846,24877,131625
9693,Los Angeles,34.14,-117.9,<1H OCEAN,2748,916,35704,169850
9694,Los Angeles,34.15,-117.9,INLAND,1332,429,33942,212800
9695,Los Angeles,34.53,-117.9,INLAND,2169,619,39766,135800
9696,Inyo,36.95,-117.9,INLAND,51,22,17292,137500
9697,Orange,33.6,-117.89,<1H OCEAN,939,481,67250,500001
9698,Orange,33.61,-117.89,<1H OCEAN,3133,1616,53482,470001
9699,Orange,33.62,-117.89,<1H OCEAN,465,236,30625,93800
9700,Orange,33.66,-117.89,<1H OCEAN,2900,1266,48397,259150
9701,Orange,33.68,-117.89,<1H OCEAN,3841,1862,42131,220800
9702,Orange,33.7,-117.89,<1H OCEAN,838,525,32386,129200
9703,Orange,33.71,-117.89,<1H OCEAN,4681,1255,51896,234000
9704,Orange,33.72,-117.89,<1H OCEAN,6365,1352,41559,190650
9705,Orange,33.73,-117.89,<1H OCEAN,3012,482,35796,170650
9706,Orange,33.74,-117.89,<1H OCEAN,6404,936,36458,158100
9707,Orange,33.75,-117.89,<1H OCEAN,4593,932,35972,154650
9708,Orange,33.76,-117.89,<1H OCEAN,3093,772,43028,184950
9709,Orange,33.77,-117.89,<1H OCEAN,4533,1291,41967,193133
9710,Orange,33.78,-117.89,<1H OCEAN,5085,1649,28835,193800
9711,Orange,33.8,-117.89,<1H OCEAN,41,10,60224,187500
9712,Orange,33.82,-117.89,<1H OCEAN,3498,1247,45424,178600
9713,Orange,33.83,-117.89,<1H OCEAN,1435,455,56276,200800
9714,Orange,33.84,-117.89,<1H OCEAN,3584,1018,31771,188950
9715,Orange,33.85,-117.89,<1H OCEAN,2964,812,35526,237150
9716,Orange,33.86,-117.89,<1H OCEAN,1220,362,33008,193800
9717,Orange,33.87,-117.89,<1H OCEAN,2283,1003,31651,179733
9718,Orange,33.88,-117.89,<1H OCEAN,3357,1154,43494,216000
9719,Orange,33.89,-117.89,<1H OCEAN,678,206,131107,467600
9720,Orange,33.9,-117.89,<1H OCEAN,1345,456,72132,273450
9721,Orange,33.91,-117.89,<1H OCEAN,527,227,37321,216500
9722,Orange,33.92,-117.89,<1H OCEAN,4296,1648,37960,161300
9723,Orange,33.94,-117.89,<1H OCEAN,1822,675,47216,227000
9724,Los Angeles,33.98,-117.89,<1H OCEAN,1415,641,25125,184500
9725,Los Angeles,33.99,-117.89,<1H OCEAN,1784,591,40324,211300
9726,Los Angeles,34.01,-117.89,<1H OCEAN,3881,930,36275,154100
9727,Los Angeles,34.07,-117.89,<1H OCEAN,2776,821,41275,202567
9728,Los Angeles,34.08,-117.89,<1H OCEAN,1932,833,33474,211500
9729,Los Angeles,34.09,-117.89,<1H OCEAN,3226,1232,34555,183800
9730,Los Angeles,34.1,-117.89,<1H OCEAN,5076,1659,32997,174967
9731,Los Angeles,34.11,-117.89,<1H OCEAN,2069,651,41048,145750
9732,Los Angeles,34.12,-117.89,<1H OCEAN,3505,831,43224,150667
9733,Los Angeles,34.13,-117.89,<1H OCEAN,1443,385,41995,147400
9734,Los Angeles,34.14,-117.89,<1H OCEAN,2855,867,33654,222100
9735,Los Angeles,34.49,-117.89,INLAND,1502,540,37043,150800
9736,Orange,33.55,-117.88,<1H OCEAN,772,304,101275,500001
9737,Orange,33.6,-117.88,<1H OCEAN,1938,964,88742,500001
9738,Orange,33.63,-117.88,<1H OCEAN,3162,1831,47024,345400
9739,Orange,33.64,-117.88,<1H OCEAN,1209,559,85574,392200
9740,Orange,33.65,-117.88,<1H OCEAN,1777,754,59055,477300
9741,Orange,33.66,-117.88,<1H OCEAN,2673,1135,35426,295400
9742,Orange,33.69,-117.88,<1H OCEAN,2734,1000,52138,233100
9743,Orange,33.7,-117.88,<1H OCEAN,5514,2157,45239,197100
9744,Orange,33.71,-117.88,<1H OCEAN,5020,1069,36098,205033
9745,Orange,33.72,-117.88,<1H OCEAN,2829,592,39372,167650
9746,Orange,33.73,-117.88,<1H OCEAN,7612,1396,38421,170500
9747,Orange,33.74,-117.88,<1H OCEAN,12053,2063,29408,152720
9748,Orange,33.75,-117.88,<1H OCEAN,8400,1422,29498,178133
9749,Orange,33.76,-117.88,<1H OCEAN,3433,1102,26084,220400
9750,Orange,33.77,-117.88,<1H OCEAN,1044,362,69737,288800
9751,Orange,33.78,-117.88,<1H OCEAN,2807,1067,34722,212450
9752,Orange,33.79,-117.88,<1H OCEAN,928,295,51418,190300
9753,Orange,33.82,-117.88,<1H OCEAN,2430,924,49559,228500
9754,Orange,33.83,-117.88,<1H OCEAN,2456,775,66546,253950
9755,Orange,33.84,-117.88,<1H OCEAN,4948,1822,45086,232780
9756,Orange,33.85,-117.88,<1H OCEAN,7124,2114,32824,197500
9757,Orange,33.87,-117.88,<1H OCEAN,2505,711,44246,168100
9758,Orange,33.88,-117.88,<1H OCEAN,615,370,30263,162500
9759,Orange,33.89,-117.88,<1H OCEAN,5220,2376,37149,194075
9760,Orange,33.9,-117.88,<1H OCEAN,2172,870,50639,195850
9761,Orange,33.92,-117.88,<1H OCEAN,1565,698,54570,308800
9762,Orange,33.93,-117.88,<1H OCEAN,2771,866,76486,306700
9763,Los Angeles,33.96,-117.88,<1H OCEAN,10988,3061,55469,265200
9764,Los Angeles,34.0,-117.88,<1H OCEAN,3564,1137,37842,189800
9765,Los Angeles,34.01,-117.88,<1H OCEAN,4429,1299,47589,178200
9766,Los Angeles,34.06,-117.88,<1H OCEAN,3081,1047,59254,491200
9767,Los Angeles,34.08,-117.88,<1H OCEAN,3147,1449,27763,187800
9768,Los Angeles,34.09,-117.88,<1H OCEAN,2223,728,35109,186000
9769,Los Angeles,34.1,-117.88,<1H OCEAN,1696,604,42685,216600
9770,Los Angeles,34.11,-117.88,<1H OCEAN,3759,1275,36897,169850
9771,Los Angeles,34.12,-117.88,<1H OCEAN,3943,1061,43725,166525
9772,Los Angeles,34.13,-117.88,<1H OCEAN,3780,1343,34285,170550
9773,Los Angeles,34.14,-117.88,INLAND,1925,646,56931,271100
9774,Orange,33.59,-117.87,<1H OCEAN,910,374,66544,500001
9775,Orange,33.6,-117.87,<1H OCEAN,4276,2208,53810,495726
9776,Orange,33.61,-117.87,<1H OCEAN,866,348,77900,500001
9777,Orange,33.62,-117.87,<1H OCEAN,1110,457,124010,500001
9778,Orange,33.63,-117.87,<1H OCEAN,1912,903,108289,500001
9779,Orange,33.64,-117.87,<1H OCEAN,1336,451,102849,500001
